Region,Country,country_un,year,idnumber,ee1,ee2,ee3,ee4,ee5,ee6,ti1,ti2,ti3,ti4,ti5,ti7,ti8,ti9,ti10,ti11,ti12,sc1,pe1,pe2,pe3,pe4,pe5,pe6,aps1,aps2,aps3,aps4,psy2,psy3,psy5,psy7,psy8,par1,par2,pp1,pp2,pp4,pp6,pp7,pp8,pp9,dv3,dem1,dem2,dem3,dem_afro1,dem_afro2,dem_afro3,sd1,sd2,sd3,imp1,imp2,imp3,nimp1,nimp2,nimp3,imp4,gov1,gov2,gov3,gov5,cup1,cup2,cup3,cup4,rp1,rp2,rp4,rp5,rp6,rp7,int1,ci1,ci2,ci3,pcg1,pcg2,pcg3,pcg4,pcg5,pcg6,rd1,rd2,sm1,sm2,sm3,sm4,sm5,da1,da2,da3,gbse1,gbse2,gbse3,gbse4,gbse5,gbse6,gbse7,gbse8,gbse9,gbse10,gbse11,gbse12,gbse13,gbse14,gbse15,gbse16,gbse17,wt,couweight,regionweight
3,Egypt,818,2016,50528,2,3,3,2,-1,-1,-1,2,2,-1,3,3,4,1,-1,-1,-1,2,2,-1,1,-1,-1,1,-1,-1,-1,-1,2,1,2,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,3,2,3,-1,-1,-1,-1,-1,0,3000001,-1,-1,1,-1,-1,-1,-1,3,8,1,-1,-1,3,2,1,-1,1,2,-1,98,1,-1,-1,-1,8,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,20,3,3001,-1,1,3,-1,2,-1,-1,1,2,1,2,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50529,2,8,3,2,-1,-1,-1,2,8,-1,2,1,3,2,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,2,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,8,1,-1,-1,3,3,8,-1,8,2,-1,3,1,-1,-1,-1,2,2,2,1,2,8,-1,-1,-1,-1,-1,-1,-1,8,8,8,2,20,2,3001,-1,2,3,-1,1,-1,-1,1,2,1,1,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50530,4,4,4,4,-1,-1,-1,4,4,-1,4,8,4,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,3,2,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,1,2,-1,-1,3,4,3,-1,8,2,-1,5,1,-1,-1,-1,3,4,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,1,2,4,1,35,3,3001,-1,1,3,-1,2,-1,-1,1,2,1,1,-1,3,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50531,4,4,4,2,-1,-1,-1,4,4,-1,4,2,4,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,2,1,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,10,3000007,-1,-1,10,-1,-1,-1,-1,4,1,2,-1,-1,3,4,1,-1,1,2,-1,9,1,-1,-1,-1,3,2,3,1,3,3,-1,-1,-1,-1,-1,-1,-1,2,3,2,1,49,3,3001,-1,1,3,-1,2,-1,-1,1,2,1,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50532,1,4,8,4,-1,-1,-1,1,1,-1,1,1,4,1,-1,-1,-1,2,2,-1,1,-1,-1,8,-1,-1,-1,-1,1,1,1,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,1,8,3,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,4,1,1,-1,1,2,-1,2,1,-1,-1,-1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,4,5,3,1,40,5,3001,-1,2,3,-1,2,-1,-1,2,2,1,1,-1,3,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50533,4,5,8,2,-1,-1,-1,3,3,-1,8,1,4,1,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,1,2,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,3,1,3,-1,-1,-1,-1,-1,4,3000001,-1,-1,1,-1,-1,-1,-1,3,8,2,-1,-1,2,3,3,-1,8,1,-1,5,1,-1,-1,-1,3,2,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,4,2,3,2,27,3,3001,-1,1,3,-1,1,-1,-1,1,2,1,1,-1,3,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50534,2,3,2,2,-1,-1,-1,2,2,-1,3,3,4,2,-1,-1,-1,2,2,-1,1,-1,-1,2,-1,-1,-1,-1,3,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,4,4,-1,-1,-1,-1,-1,4,3000001,-1,-1,1,-1,-1,-1,-1,3,2,1,-1,-1,4,3,1,-1,1,3,-1,6,1,-1,-1,-1,1,2,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,4,3,1,47,5,3001,-1,2,3,-1,2,-1,-1,1,2,1,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50535,2,3,3,2,-1,-1,-1,3,2,-1,2,2,4,2,-1,-1,-1,1,2,-1,1,-1,-1,2,-1,-1,-1,-1,2,2,2,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,2,3,-1,-1,-1,-1,-1,2,3000001,-1,-1,1,-1,-1,-1,-1,3,8,1,-1,-1,4,3,1,-1,1,2,-1,4,4,-1,-1,-1,1,2,1,1,2,1,-1,-1,-1,2,2,1,1,3,4,3,2,29,3,3001,-1,1,3,-1,1,-1,-1,1,2,1,1,-1,2,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50536,2,3,2,2,-1,-1,-1,3,2,-1,3,2,4,1,-1,-1,-1,1,2,-1,1,-1,-1,2,-1,-1,-1,-1,2,1,2,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,2,4,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,2,1,-1,-1,4,3,1,-1,1,2,-1,6,1,-1,-1,-1,2,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,39,3,3001,-1,1,3,-1,2,-1,-1,1,2,1,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50537,1,3,8,4,-1,-1,-1,2,8,-1,4,1,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,1,8,8,-1,-1,-1,1,1,-1,-1,-1,1,4,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,1,8,1,-1,-1,3,2,1,-1,1,1,-1,5,1,-1,-1,-1,8,1,2,1,3,1,-1,-1,-1,-1,-1,-1,-1,1,4,3,2,25,3,3001,-1,2,3,-1,1,-1,-1,1,2,1,1,-1,3,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50538,5,5,8,2,-1,-1,-1,2,1,-1,1,1,3,2,-1,-1,-1,2,1,-1,1,-1,-1,3,-1,-1,-1,-1,1,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,3,8,3,-1,-1,-1,-1,-1,1,3000001,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,4,1,1,-1,1,1,-1,10,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,45,3,3001,-1,1,3,-1,2,-1,-1,1,1,1,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50539,4,5,8,4,-1,-1,-1,2,3,-1,8,1,3,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,8,2,3,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,8,1,-1,-1,3,3,8,-1,8,2,-1,3,1,-1,-1,-1,2,2,1,2,3,8,-1,-1,-1,-1,-1,-1,-1,8,3,3,2,52,1,3001,-1,2,3,-1,1,-1,-1,1,2,1,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50540,2,3,2,2,-1,-1,-1,8,8,-1,2,1,3,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,3,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,8,2,2,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,3,2,-1,-1,4,3,8,-1,8,1,-1,6,1,-1,-1,-1,2,2,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,8,3,3,1,66,5,3001,-1,2,3,-1,1,-1,-1,1,2,1,1,-1,3,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50541,4,2,4,4,-1,-1,-1,9,1,-1,8,8,4,8,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,1,8,8,-1,-1,-1,1,1,-1,-1,-1,3,4,3,-1,-1,-1,-1,-1,7,99998,-1,-1,99998,-1,-1,-1,-1,2,8,2,-1,-1,8,-1,8,-1,1,3,-1,6,1,-1,-1,-1,3,3,2,1,3,3,-1,-1,-1,-1,-1,-1,-1,4,3,3,2,42,3,3001,-1,2,3,-1,1,-1,-1,1,1,1,1,-1,3,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50542,4,2,4,4,-1,-1,-1,3,2,-1,1,2,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,3,2,3,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,3,3000002,-1,-1,6,-1,-1,-1,-1,3,3,1,-1,-1,4,2,1,-1,1,1,-1,8,1,-1,-1,-1,3,3,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,4,4,5,1,60,5,3001,-1,1,3,-1,1,-1,-1,1,2,1,1,-1,3,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50543,4,4,8,4,-1,-1,-1,2,3,-1,8,1,3,2,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,3,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,8,8,2,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,8,1,-1,-1,3,3,8,-1,8,2,-1,3,1,-1,-1,-1,2,1,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,3,3,2,2,32,3,3001,-1,2,3,-1,1,-1,-1,1,2,1,1,-1,3,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50544,1,5,4,4,-1,-1,-1,8,3,-1,1,1,3,2,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,3,2,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,3,1,-1,-1,4,2,1,-1,8,2,-1,3,1,-1,-1,-1,2,2,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,2,3,2,2,50,2,3001,-1,2,3,-1,1,-1,-1,2,2,1,3,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50545,4,8,4,4,-1,-1,-1,3,1,-1,8,1,4,4,-1,-1,-1,2,1,-1,1,-1,-1,8,-1,-1,-1,-1,1,1,1,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,3,4,3,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,1,1,-1,-1,4,3,2,-1,8,2,-1,4,4,-1,-1,-1,3,1,3,1,1,1,-1,-1,-1,2,2,1,1,4,3,3,2,37,5,3001,-1,2,3,-1,2,-1,-1,2,2,1,1,-1,3,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50546,1,2,2,1,-1,-1,-1,3,8,-1,8,8,4,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,8,3000001,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,3,2,3,-1,1,1,-1,7,1,-1,-1,-1,2,1,3,1,1,8,-1,-1,-1,-1,-1,-1,-1,4,4,3,1,32,3,3001,-1,1,3,-1,2,-1,-1,1,1,1,1,-1,3,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50547,2,4,5,4,-1,-1,-1,3,2,-1,3,1,4,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,1,2,-1,1,2,3005002,-1,-1,-1,1,1,-1,-1,-1,3,4,4,-1,-1,-1,-1,-1,7,3000002,-1,-1,6,-1,-1,-1,-1,3,1,1,-1,-1,4,4,1,-1,1,1,-1,7,3,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,3,3,3,2,36,3,3001,-1,1,3,-1,1,-1,-1,1,2,1,1,-1,3,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50548,1,4,8,1,-1,-1,-1,1,1,-1,1,3,1,3,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,4,1,4,-1,1,2,3005002,-1,-1,-1,1,1,-1,-1,-1,2,1,4,-1,-1,-1,-1,-1,1,3000001,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,4,2,4,-1,4,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,47,3,3001,-1,1,3,-1,2,-1,-1,1,2,1,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50549,2,3,3,2,-1,-1,-1,3,3,-1,2,3,2,2,-1,-1,-1,2,1,-1,1,-1,-1,8,-1,-1,-1,-1,2,1,1,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,98,3000001,-1,-1,1,-1,-1,-1,-1,8,8,8,-1,-1,3,2,8,-1,8,8,-1,98,1,-1,-1,-1,8,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,38,1,3001,-1,2,3,-1,1,-1,-1,1,2,1,3,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50550,2,2,3,4,-1,-1,-1,3,3,-1,2,4,3,1,-1,-1,-1,1,2,-1,1,-1,-1,2,-1,-1,-1,-1,2,1,2,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,4,3,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,1,1,-1,-1,3,1,1,-1,1,2,-1,6,1,-1,-1,-1,1,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,3,4,1,30,3,3001,-1,1,3,-1,2,-1,-1,1,2,1,1,-1,2,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50551,4,4,4,4,-1,-1,-1,4,8,-1,2,8,4,4,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,2,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,1,2,-1,-1,4,3,2,-1,8,1,-1,5,1,-1,-1,-1,3,8,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,4,4,3,2,23,3,3001,-1,2,3,-1,1,-1,-1,1,2,3,2,-1,3,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50552,1,1,4,4,-1,-1,-1,3,2,-1,2,1,4,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,2,3,-1,-1,-1,-1,-1,7,3000007,-1,-1,10,-1,-1,-1,-1,1,1,1,-1,-1,4,4,1,-1,2,1,-1,4,1,-1,-1,-1,2,1,3,2,3,4,-1,-1,-1,-1,-1,-1,-1,5,4,3,2,45,3,3001,-1,2,3,-1,1,-1,-1,2,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50553,4,2,5,4,-1,-1,-1,4,8,-1,3,8,3,3,-1,-1,-1,2,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,2,-1,1,8,8,-1,-1,-1,1,1,-1,-1,-1,8,8,1,-1,-1,-1,-1,-1,9,3000001,-1,-1,1,-1,-1,-1,-1,3,1,2,-1,-1,3,3,8,-1,8,1,-1,8,1,-1,-1,-1,2,2,3,3,3,8,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,50,1,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50554,4,2,8,4,-1,-1,-1,3,4,-1,3,4,4,4,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,2,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,4,1,2,-1,-1,-1,-1,-1,4,3000001,-1,-1,1,-1,-1,-1,-1,3,1,2,-1,-1,4,4,1,-1,3,2,-1,5,1,-1,-1,-1,3,1,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,62,1,3001,-1,1,3,-1,2,-1,-1,2,2,3,1,-1,3,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50555,2,4,8,4,-1,-1,-1,9,8,-1,1,8,4,3,-1,-1,-1,1,1,-1,1,-1,-1,8,-1,-1,-1,-1,1,1,1,-1,1,8,8,-1,-1,-1,1,1,-1,-1,-1,3,1,3,-1,-1,-1,-1,-1,0,3000001,-1,-1,1,-1,-1,-1,-1,1,8,8,-1,-1,4,8,1,-1,1,3,-1,98,1,-1,-1,-1,8,1,2,1,8,1,-1,-1,-1,-1,-1,-1,-1,4,3,3,2,40,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,3,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50556,2,3,8,4,-1,-1,-1,4,3,-1,4,2,4,2,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,2,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,8,3,3,-1,-1,-1,-1,-1,6,3000002,-1,-1,6,-1,-1,-1,-1,3,8,2,-1,-1,3,3,1,-1,1,2,-1,1,3,-1,-1,-1,8,2,2,3,3,3,-1,-1,-1,2,2,1,1,3,2,3,1,40,3,3001,-1,1,3,-1,2,-1,-1,1,2,3,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50557,1,5,4,1,-1,-1,-1,2,4,-1,3,1,3,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,2,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,2,8,2,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,2,1,-1,-1,4,2,8,-1,8,2,-1,3,1,-1,-1,-1,1,2,2,1,3,2,-1,-1,-1,-1,-1,-1,-1,3,3,2,1,43,3,3001,-1,2,3,-1,2,-1,-1,1,2,3,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50558,2,4,4,2,-1,-1,-1,4,3,-1,4,1,3,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,2,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,8,2,2,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,8,1,-1,-1,3,2,8,-1,8,2,-1,3,1,-1,-1,-1,2,1,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,8,3,4,2,39,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50559,2,3,3,4,-1,-1,-1,3,1,-1,2,2,4,3,-1,-1,-1,1,1,-1,1,-1,-1,2,-1,-1,-1,-1,3,1,2,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,1,4,3,-1,-1,-1,-1,-1,1,3000001,-1,-1,1,-1,-1,-1,-1,2,2,1,-1,-1,3,3,1,-1,1,2,-1,5,4,-1,-1,-1,2,1,1,1,2,1,-1,-1,-1,2,2,1,2,4,4,3,1,18,3,3001,-1,2,3,-1,1,-1,-1,1,2,3,2,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50560,1,2,2,2,-1,-1,-1,1,2,-1,1,3,3,1,-1,-1,-1,1,2,-1,1,-1,-1,2,-1,-1,-1,-1,3,2,2,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,1,4,3,-1,-1,-1,-1,-1,1,3000001,-1,-1,1,-1,-1,-1,-1,2,1,1,-1,-1,4,1,1,-1,1,2,-1,1,3,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,2,2,1,1,4,4,3,1,48,3,3001,-1,2,3,-1,2,-1,-1,1,2,3,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50561,4,5,4,4,-1,-1,-1,3,3,-1,3,1,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,4,3,-1,1,2,3005008,-1,-1,-1,1,1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,6,3000001,-1,-1,1,-1,-1,-1,-1,3,3,2,-1,-1,3,4,1,-1,1,1,-1,6,1,-1,-1,-1,3,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,60,3,3001,-1,2,3,-1,1,-1,-1,1,2,3,1,-1,2,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50562,4,2,4,4,-1,-1,-1,2,2,-1,3,8,3,3,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,1,8,8,-1,-1,-1,1,1,-1,-1,-1,4,2,1,-1,-1,-1,-1,-1,2,3000001,-1,-1,1,-1,-1,-1,-1,2,2,1,-1,-1,4,3,8,-1,8,3,-1,10,1,-1,-1,-1,2,1,1,2,3,2,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,44,1,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,3,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50563,2,4,8,4,-1,-1,-1,8,8,-1,8,8,9,9,-1,-1,-1,2,1,-1,1,-1,-1,8,-1,-1,-1,-1,1,1,1,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,3,2,3,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,2,1,1,-1,-1,8,-1,2,-1,8,1,-1,3,1,-1,-1,-1,3,2,3,1,3,8,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,23,5,3001,-1,2,3,-1,1,-1,-1,1,2,3,2,-1,3,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50564,4,9,8,4,-1,-1,-1,9,2,-1,9,8,9,9,-1,-1,-1,2,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,3,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,4,3000001,-1,-1,1,-1,-1,-1,-1,2,8,8,-1,-1,3,3,8,-1,8,1,-1,2,1,-1,-1,-1,8,2,3,1,3,3,-1,-1,-1,-1,-1,-1,-1,4,4,3,1,46,3,3001,-1,2,3,-1,2,-1,-1,2,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50565,2,4,3,2,-1,-1,-1,8,2,-1,2,1,3,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,3,1,2,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,8,9,2,-1,-1,-1,-1,-1,2,3000001,-1,-1,1,-1,-1,-1,-1,2,1,1,-1,-1,4,2,1,-1,8,8,-1,2,1,-1,-1,-1,2,2,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,28,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,2,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50566,1,5,8,2,-1,-1,-1,3,2,-1,3,1,2,2,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,3,1,2,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,3,3,2,-1,-1,4,2,8,-1,8,8,-1,2,1,-1,-1,-1,2,2,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,8,3,8,1,40,1,3001,-1,2,3,-1,2,-1,-1,1,2,3,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50567,2,3,2,2,-1,-1,-1,3,2,-1,3,2,3,1,-1,-1,-1,1,2,-1,1,-1,-1,3,-1,-1,-1,-1,3,1,3,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,1,4,3,-1,-1,-1,-1,-1,0,3000001,-1,-1,1,-1,-1,-1,-1,8,8,0,-1,-1,3,3,8,-1,8,2,-1,0,1,-1,-1,-1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,45,2,3001,-1,1,3,-1,1,-1,-1,1,2,3,3,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50568,2,3,2,2,-1,-1,-1,3,2,-1,2,3,2,1,-1,-1,-1,1,2,-1,1,-1,-1,3,-1,-1,-1,-1,2,1,1,-1,8,1,0,-1,-1,-1,1,1,-1,-1,-1,4,4,3,-1,-1,-1,-1,-1,0,3000001,-1,-1,1,-1,-1,-1,-1,8,8,2,-1,-1,3,2,8,-1,8,8,-1,0,1,-1,-1,-1,8,1,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,43,1,3001,-1,2,3,-1,1,-1,-1,1,2,3,3,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50569,2,3,5,4,-1,-1,-1,4,4,-1,3,8,4,2,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,3,4,8,-1,-1,-1,-1,-1,4,3000008,-1,-1,8,-1,-1,-1,-1,4,8,2,-1,-1,3,4,1,-1,1,1,-1,4,4,-1,-1,-1,3,4,3,2,2,2,-1,-1,-1,2,2,1,1,4,3,4,2,57,3,3001,-1,2,3,-1,1,-1,-1,1,2,3,1,-1,3,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50570,1,5,1,4,-1,-1,-1,2,3,-1,1,1,2,1,-1,-1,-1,1,1,-1,1,-1,-1,8,-1,-1,-1,-1,4,2,3,-1,1,1,0,-1,-1,-1,3,1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,1,3000002,-1,-1,6,-1,-1,-1,-1,4,2,1,-1,-1,4,2,1,-1,1,1,-1,1,4,-1,-1,-1,1,1,2,1,3,1,-1,-1,-1,1,1,1,1,4,4,4,1,27,3,3001,-1,2,3,-1,2,-1,-1,1,2,3,2,-1,2,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50571,4,3,5,4,-1,-1,-1,4,4,-1,3,8,4,4,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,1,8,8,-1,-1,-1,1,1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,10,3000002,-1,-1,6,-1,-1,-1,-1,4,8,2,-1,-1,3,4,1,-1,1,8,-1,98,1,-1,-1,-1,3,2,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,1,4,2,1,55,1,3001,-1,1,3,-1,1,-1,-1,1,2,1,1,-1,3,0.979591837,1.130361905,1.049562682
